CODE;VALUES;CLASS;NAME;DESCRIPTION;UPDATED
ATC_SELITE_EN;(A06AX) Other drugs for constipation;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A07AA) Antibiotics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A07EA) Corticosteroids acting locally;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A07EC) Aminosalicylic acid and similar agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A09AA) Enzyme preparations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10AB) Insulins and analogues for injection, fast-acting;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10AC) Insulins and analogues, intermediate-acting;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10AD) Insulins and analogues, intermediate-acting combined with fast-acting;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10AE) Insulins and analogues, long-acting;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BA) Biguanides;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BB) Sulfonylureas;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BD) Combinations of oral blood glucose lowering drugs;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BG) Thiazolidinediones;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BH) Dipeptidyl peptidase 4 (DPP-4) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BJ) Glucagon-like peptide-1 (GLP-1) analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BK) Sodium-glucose co-transporter 2 (SGLT2) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A10BX) Other blood glucose lowering drugs, excl. insulins;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A11CC) Vitamin D and analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A12AA) Calcium;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A12AX) Calcium, combinations with vitamin D and/or other drugs;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(A16AB) Enzymes;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B01AA) Vitamin K antagonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B01AB) Heparin group;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B01AC) Platelet aggregation inhibitors excl. heparin;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B01AE) Direct thrombin inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B01AF) Direct factor Xa inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B02AA) Amino acids;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B02BD) Blood coagulation factors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B02BX) Other systemic hemostatics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B03BA) Vitamin B12 (cyanocobalamin and derivatives);character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B03XA) Other antianemic preparations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B05DA) Isotonic solutions;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(B05DB) Hypertonic solutions;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C01AA) Digitalis glycosides;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C01BC) Antiarrhythmics, class IC;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C01BD) Antiarrhythmics, class III;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C01CA) Adrenergic and dopaminergic agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C01DA) Organic nitrates;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C02AC) Imidazoline receptor agonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C02KX) Antihypertensives for pulmonary arterial hypertension;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C03BA) Sulfonamides, plain;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C03CA) Sulfonamides, plain;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C03DA) Aldosterone antagonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C03EA) Low-ceiling diuretics and potassium-sparing agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C03EB) High-ceiling diuretics and potassium-sparing agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C07AA) Beta blocking agents, non-selective;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C07AB) Beta blocking agents, selective;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C07AG) Alpha and beta blocking agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C07BB) Beta blocking agents, selective, and thiazides;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C07FB) Beta blocking agent and calcium channel blockers;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C08CA) Dihydropyridine derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C08DA) Phenylalkylamine derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C08DB) Benzothiazepine derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09AA) ACE inhibitors, plain;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09BA) ACE inhibitors and diuretics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09BB) ACE inhibitors and calcium channel blockers;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09BX) ACE inhibitors, other combinations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09CA) Angiotensin II receptor blockers (ARBs), plain;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09DA) Angiotensin II receptor blockers (ARBs) and diuretics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09DB) Angiotensin II receptor blockers (ARBs) and calcium channel blockers;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C09DX) Angiotensin II receptor blockers (ARBs), other combinations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C10AA) HMG CoA reductase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C10AB) Fibrates;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C10AC) Bile acid sequestrants;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C10AX) Other lipid modifying agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C10BA) HMG CoA reductase inhibitors in combination with other lipid modifying agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(C10BX) HMG CoA reductase inhibitors, other combinations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D01AC) Imidazole and triazole derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D01AE) Other antifungals for topical use;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D01BA) Antifungals for systemic use;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D02AE) Carbamide products;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D05AX) Other antipsoriatics for topical use;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D05BB) Retinoids for treatment of psoriasis;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D06BB) Antivirals;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D06BX) Other chemotherapeutics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07AA) Corticosteroids, weak (group I);character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07AB) Corticosteroids, moderately potent (group II);character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07AC) Corticosteroids, potent (group III);character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07AD) Corticosteroids, very potent (group IV);character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07BA) Corticosteroids, weak, combinations with antiseptics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07BB) Corticosteroids, moderately potent, combinations with antiseptics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07BC) Corticosteroids, potent, combinations with antiseptics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D07XC) Corticosteroids, potent, other combinations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D09AB) Zinc bandages;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D10AX) Other anti-acne preparations for topical use;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D10BA) Retinoids for treatment of acne;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(D11AH) Agents for dermatitis, excluding corticosteroids;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G02BA) Intrauterine contraceptives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G02CB) Prolactine inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03BA) 3-oxoandrosten (4) derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03CA) Natural and semisynthetic estrogens, plain;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03CX) Other estrogens;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03DA) Pregnen (4) derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03DB) Pregnadien derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03DC) Estren derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03FA) Progestogens and estrogens, combinations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03FB) Progestogens and estrogens, sequential preparations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03GA) Gonadotrophins;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03HA) Antiandrogens, plain preparations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G03HB) Antiandrogens and estrogens;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G04BD) Drugs for urinary frequency and incontinence;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G04BE) Drugs used in erectile dysfunction;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G04CA) Alpha-adrenoreceptor antagonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(G04CB) Testosterone-5-alpha reductase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H01AC) Somatropin and somatropin agonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H01BA) Vasopressin and analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H01CA) Gonadotrophin-releasing hormones;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H01CB) Somatostatin and analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H01CC) Anti gonadotropin releasing hormones;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H02AB) Glucocorticoids;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H03AA) Thyroid hormones;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H03BB) Sulphur-containing imidazole derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H04AA) Glycogenolytic hormones;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H05AA) Parathyroid hormones and analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(H05BX) Other anti-parathyroid agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01AA) Tetracyclines;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01CA) Penicillins with extended spectrum;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01CE) Beta-lactamase sensitive penicillins;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01CF) Beta-lactamase resistant penicillins;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01CR) Combinations of penicillins, incl. beta-lactamase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01DB) First-generation cephalosporins;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01DC) Second-generation cephalosporins;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01EA) Trimethoprim and derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01EE) Combinations of sulfonamides and trimethoprim, incl. derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01FA) Macrolides;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01FF) Lincosamides;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J01MA) Fluoroquinolones;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J02AC) Triazole derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J04AB) Antibiotics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J04BA) Drugs for treatment of lepra;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J05AB) Nucleosides and nucleotides excl. reverse transcriptase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(J06BA) Immunoglobulins, normal human;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01AX) Other alkylating agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01BA) Folic acid analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01BB) Purine analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01BC) Pyrimidine analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01CA) Vinca alkaloids and analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EA) BCR-ABL tyrosine kinase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EB) Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EC) B-Raf serine-threonine kinase (BRAF) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01ED) Anaplastic lymphoma kinase (ALK) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EE) Mitogen-activated protein kinase (MEK) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EF) Cyclin-dependent kinase (CDK) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EJ) Janus-associated kinase (JAK) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EL) Bruton's tyrosine kinase (BTK) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01EX) Other protein kinase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01XK) Poly (ADP-ribose) polymerase (PARP) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L01XX) Other antineoplastic agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L02AE) Gonadotrophin releasing hormone analogues;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L02BA) Anti-estrogens;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L02BB) Anti-androgens;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L02BG) Aromatase inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L02BX) Other hormone antagonists and related agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L03AA) Colony stimulating factors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L03AB) Interferons;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L03AX) Other immunostimulants;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L04AA) Selective immunosuppressants;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L04AB) Tumor necrosis factor alpha (TNF-a) inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L04AC) Interleukin inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L04AD) Calcineurin inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(L04AX) Other immunosuppressants;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M01AB) Acetic acid derivatives and related substances;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M01AC) Oxicams;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M01AE) Propionic acid derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M01AG) Fenamates;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M01AH) Coxibs;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M02AA) Antiinflammatory preparations, non-steroids for topical use;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M03AX) Other muscle relaxants, peripherally acting agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M03BC) Ethers, chemically close to antihistamines;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M03BX) Other centrally acting agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M04AA) Preparations inhibiting uric acid production;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M05BA) Bisphosphonates;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M05BB) Bisphosphonates, combinations;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(M05BX) Other drugs affecting mineralization;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02AA) Natural opium alkaloids;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02AB) Phenylpiperidine derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02AE) Oripavine derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02AJ) Opioids in combination with non-opioid analgesics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02AX) Other opioids;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02BE) Anilides;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02CC) Selective 5HT1-receptor agonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N02CD) Calcitonin gene-related peptide (CGRP) antagonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N03AB) Hydantoin derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N03AE) Benzodiazepine derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N03AF) Carboxamide derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N03AG) Fatty acid derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N03AX) Other antiepileptics;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N04AA) Tertiary amines;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N04BA) Dopa and dopa derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N04BC) Dopamine agonists;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N04BD) Monoamine oxidase type B inhibitors;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N04BX) Other dopamingergic agents;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N05AA) Phenothiazines with aliphatic side chain;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N05AB) Phenothiazines with piperazine structure;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N05AD) Butyrophenone derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
ATC_SELITE_EN;(N05AE) Indole derivatives;character;ATC-luokan selite in English;ATC-luokan selite in English;2021-06-23 07:23:18
